Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Start Coord	End Coord	Scaffold ID	COG	Pfam	
3300032057 assembled Ga0308421_100109413	Ga0308421_100109413	3-oxoacyl-[acyl-carrier protein] reductase	3300032057	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS60 (*) (MER-FS) (assembled)	2	12364	13089	Ga0308421_1001094	COG1028===NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	pfam13561===Enoyl-(Acyl carrier protein) reductase	
3300031518 assembled Ga0308389_100013727	Ga0308389_100013727	3-oxoacyl-[acyl-carrier protein] reductase	3300031518	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_148 (*) (MER-FS) (assembled)	2	29611	30354	Ga0308389_1000137	COG1028===NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	pfam13561===Enoyl-(Acyl carrier protein) reductase	
3300033886 assembled Ga0308413_000050_57611_58354	Ga0308413_7447	3-oxoacyl-[acyl-carrier protein] reductase	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	57611	58354	Ga0308413_000050	COG1028===NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	pfam13561===Enoyl-(Acyl carrier protein) reductase	
3300031950 assembled Ga0308417_100001849	Ga0308417_100001849	3-oxoacyl-[acyl-carrier protein] reductase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	52861	53583	Ga0308417_1000018	COG1028===NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	pfam13561===Enoyl-(Acyl carrier protein) reductase	
3300031950 assembled Ga0308417_100002456	Ga0308417_100002456	3-oxoacyl-[acyl-carrier protein] reductase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	77967	78710	Ga0308417_1000024	COG1028===NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	pfam13561===Enoyl-(Acyl carrier protein) reductase	
3300031513 assembled Ga0308412_100018624	Ga0308412_100018624	3-oxoacyl-[acyl-carrier protein] reductase/cyclopentanol dehydrogenase	3300031513	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST1-BottomLayer (*) (MER-FS) (assembled)	2	22386	23129	Ga0308412_1000186	COG1028===NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	pfam13561===Enoyl-(Acyl carrier protein) reductase	
3300031518 assembled Ga0308389_10112765	Ga0308389_10112765	3-oxoacyl-[acyl-carrier-protein] synthase II	3300031518	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_148 (*) (MER-FS) (assembled)	2	3448	3807	Ga0308389_1011276	COG0304===3-oxoacyl-(acyl-carrier-protein) synthase	pfam02801===Beta-ketoacyl synthase, C-terminal domain	
3300031513 assembled Ga0308412_10117591	Ga0308412_10117591	3-oxoacyl-[acyl-carrier-protein] synthase II	3300031513	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST1-BottomLayer (*) (MER-FS) (assembled)	2	3	1010	Ga0308412_1011759	COG0304===3-oxoacyl-(acyl-carrier-protein) synthase	pfam02801===Beta-ketoacyl synthase, C-terminal domain	
3300032058 assembled Ga0308419_100005049	Ga0308419_100005049	3-oxoacyl-[acyl-carrier-protein] synthase-3	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	58575	59561	Ga0308419_1000050	COG0332===3-oxoacyl-[acyl-carrier-protein] synthase III	pfam08545===3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III	
3300031517 assembled Ga0308392_100017428	Ga0308392_100017428	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase subunit	3300031517	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050624_m2 (*) (MER-FS) (assembled)	2	25611	26069	Ga0308392_1000174	COG1018===Ferredoxin-NADP reductase	pfam00175===Oxidoreductase NAD-binding domain 	
3300032034 assembled Ga0308407_100032331	Ga0308407_100032331	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300032034	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060911_MSe2 (*) (MER-FS) (assembled)	2	26039	27622	Ga0308407_1000323	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300032356 assembled Ga0308414_10028207	Ga0308414_10028207	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	2	5499	6911	Ga0308414_1002820	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300032058 assembled Ga0308419_100005038	Ga0308419_100005038	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	45209	46693	Ga0308419_1000050	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300032356 assembled Ga0308414_10028206	Ga0308414_10028206	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	2	3959	5521	Ga0308414_1002820	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300031966 assembled Ga0308420_10002578	Ga0308420_10002578	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300031966	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS55 (*) (MER-FS) (assembled)	2	9450	11033	Ga0308420_1000257	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300031245 assembled Ga0308395_100059620	Ga0308395_100059620	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300031245	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_P4 (*) (MER-FS) (assembled)	2	16707	18290	Ga0308395_1000596	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300031950 assembled Ga0308417_100000938	Ga0308417_100000938	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	42896	44638	Ga0308417_1000009	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300031512 assembled Ga0308397_10005848	Ga0308397_10005848	4-amino-4-deoxy-L-arabinose transferase-like glycosyltransferase	3300031512	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20051001_T8 (*) (MER-FS) (assembled)	2	9603	11186	Ga0308397_1000584	COG1807===4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	pfam13231===Dolichyl-phosphate-mannose-protein mannosyltransferase	
3300031950 assembled Ga0308417_1000009157	Ga0308417_1000009157	4-hydroxy-2-oxoheptanedioate aldolase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	209266	210057	Ga0308417_1000009	COG3836===2-keto-3-deoxy-L-rhamnonate aldolase RhmA	pfam03328===HpcH/HpaI aldolase/citrate lyase family	
3300032058 assembled Ga0308419_10000501	Ga0308419_10000501	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	3	419	Ga0308419_1000050	COG0539===Ribosomal protein S1	pfam00575===S1 RNA binding domain	
3300034756 assembled Ga0374762_001_21105_21704	Ga0374762_22	4-hydroxy-3-polyprenylbenzoate decarboxylase	3300034756	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo09.RedA.1.L18 (*) (MER-FS) (assembled)	2	21105	21704	Ga0374762_001	COG0163===3-polyprenyl-4-hydroxybenzoate decarboxylase	pfam02441===Flavoprotein	
3300032058 assembled Ga0308419_100005014	Ga0308419_100005014	4-hydroxy-tetrahydrodipicolinate synthase	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	12699	13604	Ga0308419_1000050	COG0329===Dihydrodipicolinate synthase/N-acetylneuraminate lyase	pfam00701===Dihydrodipicolinate synthetase family	
3300031950 assembled Ga0308417_100014215	Ga0308417_100014215	4-hydroxybenzoate polyprenyltransferase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	14659	15600	Ga0308417_1000142	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031950 assembled Ga0308417_100095113	Ga0308417_100095113	4-hydroxybenzoate polyprenyltransferase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	13219	14157	Ga0308417_1000951	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031812 assembled Ga0308411_100007908	Ga0308411_100007908	4-hydroxybenzoate polyprenyltransferase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	7248	8186	Ga0308411_10000790	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031812 assembled Ga0308411_1000011132	Ga0308411_1000011132	4-hydroxybenzoate polyprenyltransferase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	29261	30118	Ga0308411_10000111	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031950 assembled Ga0308417_100040128	Ga0308417_100040128	4-hydroxybenzoate polyprenyltransferase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	30347	31255	Ga0308417_1000401	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031518 assembled Ga0308389_100114813	Ga0308389_100114813	4-hydroxybenzoate polyprenyltransferase	3300031518	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_148 (*) (MER-FS) (assembled)	2	13126	14064	Ga0308389_1001148	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031515 assembled Ga0308396_10004318	Ga0308396_10004318	4-hydroxybenzoate polyprenyltransferase	3300031515	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_Pe2 (*) (MER-FS) (assembled)	2	7247	8185	Ga0308396_1000431	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031783 assembled Ga0308418_100005170	Ga0308418_100005170	4-hydroxybenzoate polyprenyltransferase	3300031783	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090729_R4cd (*) (MER-FS) (assembled)	2	68948	69817	Ga0308418_1000051	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300031812 assembled Ga0308411_1000095813	Ga0308411_1000095813	4-hydroxybenzoate polyprenyltransferase	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	12763	13704	Ga0308411_10000958	COG0382===4-hydroxybenzoate polyprenyltransferase	pfam01040===UbiA prenyltransferase family	
3300034756 assembled Ga0374762_001_43662_44714	Ga0374762_42	4-hydroxyphenylpyruvate dioxygenase	3300034756	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo09.RedA.1.L18 (*) (MER-FS) (assembled)	2	43662	44714	Ga0374762_001	COG3185===4-hydroxyphenylpyruvate dioxygenase and related hemolysins	pfam00903===Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	
3300031966 assembled Ga0308420_100002638	Ga0308420_100002638	4-oxalmesaconate hydratase	3300031966	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS55 (*) (MER-FS) (assembled)	2	36081	37109	Ga0308420_1000026	COG2159===Predicted metal-dependent hydrolase, TIM-barrel fold	pfam04909===Amidohydrolase	
3300031513 assembled Ga0308412_100154813	Ga0308412_100154813	5'-nucleotidase	3300031513	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST1-BottomLayer (*) (MER-FS) (assembled)	2	12127	12558	Ga0308412_1001548	COG0737===2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	pfam02872===5'-nucleotidase, C-terminal domain	
3300031950 assembled Ga0308417_100000922	Ga0308417_100000922	5,6,7,8-tetrahydromethanopterin hydro-lyase	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	24507	25007	Ga0308417_1000009	COG1795===Formaldehyde-activating enzyme nesessary for methanogenesis	pfam08714===Formaldehyde-activating enzyme (Fae)	
3300032058 assembled Ga0308419_100005011	Ga0308419_100005011	5-(carboxyamino)imidazole ribonucleotide synthase	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	10011	11027	Ga0308419_1000050	COG0026===Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	pfam02222===ATP-grasp domain	
3300031950 assembled Ga0308417_10039144	Ga0308417_10039144	5-methylcytosine-specific restriction endonuclease McrA	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	2475	3050	Ga0308417_1003914	COG1403===5-methylcytosine-specific restriction endonuclease McrA	pfam14279===HNH endonuclease	
3300031950 assembled Ga0308417_1000009119	Ga0308417_1000009119	5-methylcytosine-specific restriction endonuclease McrA	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	139647	140282	Ga0308417_1000009	COG1403===5-methylcytosine-specific restriction endonuclease McrA	pfam14279===HNH endonuclease	
3300034756 assembled Ga0374762_001_53174_53710	Ga0374762_53	5-methylcytosine-specific restriction endonuclease McrA	3300034756	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo09.RedA.1.L18 (*) (MER-FS) (assembled)	2	53174	53710	Ga0374762_001	COG1403===5-methylcytosine-specific restriction endonuclease McrA		
3300031950 assembled Ga0308417_1000009118	Ga0308417_1000009118	5-methylcytosine-specific restriction enzyme subunit McrC	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	138179	139393	Ga0308417_1000009	COG4268===5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC	pfam10117===McrBC 5-methylcytosine restriction system component	
3300031812 assembled Ga0308411_105558502	Ga0308411_105558502	5-methylcytosine-specific restriction protein A	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	180	347	Ga0308411_10555850		pfam01844===HNH endonuclease	
3300031958 assembled Ga0308410_100000578	Ga0308410_100000578	6-phosphofructokinase 1	3300031958	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-MatCore (*) (MER-FS) (assembled)	2	85190	86317	Ga0308410_1000005	COG0205===6-phosphofructokinase	pfam00365===Phosphofructokinase	
3300033886 assembled Ga0308413_000020_45635_46762	Ga0308413_4005	6-phosphofructokinase 1	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	45635	46762	Ga0308413_000020	COG0205===6-phosphofructokinase	pfam00365===Phosphofructokinase	
3300031950 assembled Ga0308417_1000018108	Ga0308417_1000018108	6-phosphofructokinase 1	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	121092	122219	Ga0308417_1000018	COG0205===6-phosphofructokinase	pfam00365===Phosphofructokinase	
3300031950 assembled Ga0308417_1000009169	Ga0308417_1000009169	8-oxo-dGTP pyrophosphatase MutT (NUDIX family)	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	227085	227507	Ga0308417_1000009	COG0494===8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	pfam00293===NUDIX domain	
3300031812 assembled Ga0308411_1000184910	Ga0308411_1000184910	8-oxo-dGTP pyrophosphatase MutT (NUDIX family)	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	9770	10453	Ga0308411_10001849	COG0494===8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	pfam00293===NUDIX domain	
3300031950 assembled Ga0308417_100195915	Ga0308417_100195915	8-oxo-dGTP pyrophosphatase MutT (NUDIX family)	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	13636	13827	Ga0308417_1001959	COG0494===8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family		
3300031812 assembled Ga0308411_100155737	Ga0308411_100155737	ABC-2 type transport system ATP-binding protein	3300031812	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20070728_OST2-BottomLayer (*) (MER-FS) (assembled)	2	3587	4417	Ga0308411_10015573	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031517 assembled Ga0308392_10047231	Ga0308392_10047231	ABC-2 type transport system ATP-binding protein	3300031517	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050624_m2 (*) (MER-FS) (assembled)	2	1	168	Ga0308392_1004723			
3300031245 assembled Ga0308395_10135326	Ga0308395_10135326	ABC-2 type transport system ATP-binding protein	3300031245	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_P4 (*) (MER-FS) (assembled)	2	2155	3018	Ga0308395_1013532	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300032058 assembled Ga0308419_100012357	Ga0308419_100012357	ABC-2 type transport system ATP-binding protein	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	61516	62478	Ga0308419_1000123	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031512 assembled Ga0308397_10028492	Ga0308397_10028492	ABC-2 type transport system ATP-binding protein	3300031512	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20051001_T8 (*) (MER-FS) (assembled)	2	505	1410	Ga0308397_1002849	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031515 assembled Ga0308396_10042271	Ga0308396_10042271	ABC-2 type transport system ATP-binding protein	3300031515	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_Pe2 (*) (MER-FS) (assembled)	2	1	381	Ga0308396_1004227	COG1131===ABC-type multidrug transport system, ATPase component		
3300031567 assembled Ga0308391_10049361	Ga0308391_10049361	ABC-2 type transport system ATP-binding protein	3300031567	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20050623_t1 (*) (MER-FS) (assembled)	2	2	382	Ga0308391_1004936	COG1131===ABC-type multidrug transport system, ATPase component		
3300031512 assembled Ga0308397_100284911	Ga0308397_100284911	ABC-2 type transport system ATP-binding protein	3300031512	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20051001_T8 (*) (MER-FS) (assembled)	2	6577	7494	Ga0308397_1002849	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031518 assembled Ga0308389_100007465	Ga0308389_100007465	ABC-2 type transport system ATP-binding protein	3300031518	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_148 (*) (MER-FS) (assembled)	2	67884	68840	Ga0308389_1000074	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031980 assembled Ga0308403_100175412	Ga0308403_100175412	ABC-2 type transport system ATP-binding protein	3300031980	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060914_OS-M3 (*) (MER-FS) (assembled)	2	6462	6572	Ga0308403_1001754			
3300032045 assembled Ga0308400_100040412	Ga0308400_100040412	ABC-2 type transport system ATP-binding protein	3300032045	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060914_OS12-65 (*) (MER-FS) (assembled)	2	8910	9815	Ga0308400_1000404	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031950 assembled Ga0308417_100001817	Ga0308417_100001817	ABC-2 type transport system ATP-binding protein	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	20181	21137	Ga0308417_1000018	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031514 assembled Ga0308390_100064911	Ga0308390_100064911	ABC-2 type transport system ATP-binding protein	3300031514	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_149 (*) (MER-FS) (assembled)	2	6919	7836	Ga0308390_1000649	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300032049 assembled Ga0308416_100000318	Ga0308416_100000318	ABC-2 type transport system ATP-binding protein	3300032049	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS60 (*) (MER-FS) (assembled)	2	15016	15921	Ga0308416_1000003	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031948 assembled Ga0308406_10086636	Ga0308406_10086636	ABC-2 type transport system ATP-binding protein	3300031948	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20060911_MSe1 (*) (MER-FS) (assembled)	2	2155	2886	Ga0308406_1008663	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300033886 assembled Ga0308413_000020_146717_147673	Ga0308413_4098	ABC-2 type transport system ATP-binding protein	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	146717	147673	Ga0308413_000020	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300033886 assembled Ga0308413_000020_145549_146511	Ga0308413_4096	ABC-2 type transport system ATP-binding protein	3300033886	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090729_t10cd (*) (MER-FS) (assembled)	2	145549	146511	Ga0308413_000020	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031950 assembled Ga0308417_100001819	Ga0308417_100001819	ABC-2 type transport system ATP-binding protein	3300031950	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS65 (*) (MER-FS) (assembled)	2	21343	22305	Ga0308417_1000018	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300032045 assembled Ga0308400_100040421	Ga0308400_100040421	ABC-2 type transport system ATP-binding protein	3300032045	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060914_OS12-65 (*) (MER-FS) (assembled)	2	14982	15899	Ga0308400_1000404	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031518 assembled Ga0308389_100007463	Ga0308389_100007463	ABC-2 type transport system ATP-binding protein	3300031518	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_148 (*) (MER-FS) (assembled)	2	66716	67678	Ga0308389_1000074	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300032058 assembled Ga0308419_100012359	Ga0308419_100012359	ABC-2 type transport system ATP-binding protein	3300032058	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS50 (*) (MER-FS) (assembled)	2	62684	63640	Ga0308419_1000123	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031514 assembled Ga0308390_10006492	Ga0308390_10006492	ABC-2 type transport system ATP-binding protein	3300031514	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20040719_149 (*) (MER-FS) (assembled)	2	847	1752	Ga0308390_1000649	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
3300031980 assembled Ga0308403_10017542	Ga0308403_10017542	ABC-2 type transport system ATP-binding protein	3300031980	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060914_OS-M3 (*) (MER-FS) (assembled)	2	505	1416	Ga0308403_1001754	COG1131===ABC-type multidrug transport system, ATPase component	pfam00005===ABC transporter	
