Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Start Coord	End Coord	Scaffold ID	COG	Pfam	
3300032356 assembled Ga0308414_100008524	Ga0308414_100008524	cysteinyl-tRNA synthetase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	24824	26248	Ga0308414_1000085	COG0215===Cysteinyl-tRNA synthetase	pfam09190===DALR domain	
3300032356 assembled Ga0308414_10036999	Ga0308414_10036999	cytochrome c oxidase subunit 1	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	7541	9139	Ga0308414_1003699	COG0843===Heme/copper-type cytochrome/quinol oxidase, subunit 1	pfam00115===Cytochrome C and Quinol oxidase polypeptide I	
3300032356 assembled Ga0308414_100045324	Ga0308414_100045324	D-alanine-D-alanine ligase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	24111	25088	Ga0308414_1000453	COG1181===D-alanine-D-alanine ligase and related ATP-grasp enzymes	pfam07478===D-ala D-ala ligase C-terminus	
3300032356 assembled Ga0308414_10110446	Ga0308414_10110446	DDE family transposase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2780	3685	Ga0308414_1011044		pfam13612===Transposase DDE domain	
3300032356 assembled Ga0308414_100042416	Ga0308414_100042416	DEAD/DEAH box helicase domain-containing protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	14911	17298	Ga0308414_1000424	COG1205===ATP-dependent helicase YprA,  contains C-terminal metal-binding DUF1998 domain	pfam09369===Domain of unknown function (DUF1998)	
3300032356 assembled Ga0308414_10009539	Ga0308414_10009539	death-on-curing protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	8436	8957	Ga0308414_1000953	COG3654===Prophage maintenance system killer protein	pfam02661===Fic/DOC family	
3300032356 assembled Ga0308414_100101915	Ga0308414_100101915	death-on-curing protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	15425	15820	Ga0308414_1001019	COG3654===Prophage maintenance system killer protein	pfam02661===Fic/DOC family	
3300032356 assembled Ga0308414_10008684	Ga0308414_10008684	DeoR/GlpR family transcriptional regulator of sugar metabolism	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	3247	4044	Ga0308414_1000868	COG1349===DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	pfam08220===DeoR-like helix-turn-helix domain	
3300032356 assembled Ga0308414_10013639	Ga0308414_10013639	deoxyribodipyrimidine photolyase-related protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	7124	8647	Ga0308414_1001363	COG3046===Uncharacterized protein related to deoxyribodipyrimidine photolyase	pfam04244===Deoxyribodipyrimidine photo-lyase-related protein	
3300032356 assembled Ga0308414_10007812	Ga0308414_10007812	diaminopimelate epimerase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	893	1732	Ga0308414_1000781	COG0253===Diaminopimelate epimerase	pfam01678===Diaminopimelate epimerase	
3300032356 assembled Ga0308414_1000002118	Ga0308414_1000002118	dihydrofolate synthase/folylpolyglutamate synthase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	126628	128004	Ga0308414_1000002	COG0285===Folylpolyglutamate synthase/Dihydropteroate synthase	pfam08245===Mur ligase middle domain	
3300032356 assembled Ga0308414_10453311	Ga0308414_10453311	DNA modification methylase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	3	863	Ga0308414_1045331	COG0863===DNA modification methylase	pfam01555===DNA methylase	
3300032356 assembled Ga0308414_10000643	Ga0308414_10000643	DNA modification methylase/predicted methyltransferase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	2206	3477	Ga0308414_1000064	COG2521===Predicted archaeal methyltransferase	pfam02195===ParB-like nuclease domain	
3300032356 assembled Ga0308414_10009807	Ga0308414_10009807	DNA polymerase-3 subunit gamma/tau	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	4577	6430	Ga0308414_1000980	COG2812===DNA polymerase III, gamma/tau subunits	pfam13177===DNA polymerase III, delta subunit	
3300032356 assembled Ga0308414_10016809	Ga0308414_10016809	DNA repair protein RecN (Recombination protein N)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	5209	6984	Ga0308414_1001680	COG3593===Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains	pfam02463===RecF/RecN/SMC N terminal domain	
3300032356 assembled Ga0308414_10032205	Ga0308414_10032205	DNA topoisomerase-1	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	1992	3737	Ga0308414_1003220	COG0550===DNA topoisomerase IA	pfam01751===Toprim domain	
3300032356 assembled Ga0308414_10007608	Ga0308414_10007608	DNA topoisomerase-1	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	8595	10853	Ga0308414_1000760	COG0551===ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1	pfam01751===Toprim domain	
3300032356 assembled Ga0308414_100083916	Ga0308414_100083916	DNA-binding GntR family transcriptional regulator	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	18825	19520	Ga0308414_1000839	COG1802===DNA-binding transcriptional regulator, GntR family	pfam07729===FCD domain	
3300032356 assembled Ga0308414_10879722	Ga0308414_10879722	DNA-binding IscR family transcriptional regulator	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	11	191	628	Ga0308414_1087972	COG1959===DNA-binding transcriptional regulator, IscR family	pfam02082===Iron-dependent Transcriptional regulator	
3300035976 assembled Ga0393395_23_1496_2017	null	DNA-binding MarR family transcriptional regulator	3300035976	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.D17 (*) (MER-FS) (assembled)	6	1496	2017	Ga0393395_23	COG1846===DNA-binding transcriptional regulator, MarR family	pfam01047===MarR family	
3300032356 assembled Ga0308414_10004349	Ga0308414_10004349	DNA-binding NtrC family response regulator/DNA-binding protein Fis	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	7275	8633	Ga0308414_1000434	COG2901===DNA-binding protein Fis (factor for inversion stimulation)	pfam02954===Bacterial regulatory protein, Fis family	
3300032356 assembled Ga0308414_100013518	Ga0308414_100013518	DNA-binding response OmpR family regulator	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	20963	21742	Ga0308414_1000135	COG0745===DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	pfam04397===LytTr DNA-binding domain	
3300032356 assembled Ga0308414_10043733	Ga0308414_10043733	DNA-binding transcriptional ArsR family regulator	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	956	1324	Ga0308414_1004373	COG0640===DNA-binding transcriptional regulator, ArsR family	pfam01978===Sugar-specific transcriptional regulator TrmB	
3300032356 assembled Ga0308414_10145565	Ga0308414_10145565	DNA-damage-inducible protein J	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1617	1886	Ga0308414_1014556	COG3077===Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module	pfam04221===RelB antitoxin	
3300032356 assembled Ga0308414_100017835	Ga0308414_100017835	DnaK suppressor protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	36171	36596	Ga0308414_1000178	COG1734===RNA polymerase-binding transcription factor DksA	pfam01258===Prokaryotic dksA/traR C4-type zinc finger	
3300032356 assembled Ga0308414_100001539	Ga0308414_100001539	drug/metabolite transporter (DMT)-like permease	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	43549	44373	Ga0308414_1000015	COG0697===Permease of the drug/metabolite transporter (DMT) superfamily	pfam00892===EamA-like transporter family	
3300032356 assembled Ga0308414_100005836	Ga0308414_100005836	elongation factor G	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	41577	43670	Ga0308414_1000058	COG0480===Translation elongation factor EF-G, a GTPase	pfam14492===Elongation Factor G, domain III	
3300032356 assembled Ga0308414_10009828	Ga0308414_10009828	elongation factor P	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	11462	12031	Ga0308414_1000982	COG0231===Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	pfam09285===Elongation factor P, C-terminal	
3300032356 assembled Ga0308414_10025228	Ga0308414_10025228	excinuclease ABC subunit C	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	6461	8344	Ga0308414_1002522	COG0322===Excinuclease UvrABC, nuclease subunit	pfam14520===Helix-hairpin-helix domain	
3300032356 assembled Ga0308414_10071892	Ga0308414_10071892	exodeoxyribonuclease-3	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	926	1690	Ga0308414_1007189	COG0708===Exonuclease III	pfam03372===Endonuclease/Exonuclease/phosphatase family	
3300032356 assembled Ga0308414_100162812	Ga0308414_100162812	F-type H+-transporting ATPase subunit gamma	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	11960	12835	Ga0308414_1001628	COG0224===FoF1-type ATP synthase, gamma subunit	pfam00231===ATP synthase	
3300032356 assembled Ga0308414_100025420	Ga0308414_100025420	Fic family protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	22305	23387	Ga0308414_1000254	COG3177===Fic family protein	pfam13784===Fic/DOC family N-terminal	
3300032356 assembled Ga0308414_100013826	Ga0308414_100013826	flagella basal body P-ring formation protein FlgA	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	32610	33578	Ga0308414_1000138	COG1261===Flagella basal body P-ring formation protein FlgA	pfam13144===Chaperone for flagella basal body P-ring formation	
3300032356 assembled Ga0308414_10004262	Ga0308414_10004262	flagellar hook-associated protein 1 FlgK	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	911	2272	Ga0308414_1000426	COG1256===Flagellar hook-associated protein FlgK	pfam06429===Flagellar basal body rod FlgEFG protein C-terminal	
3300032356 assembled Ga0308414_10014767	Ga0308414_10014767	flavorubredoxin/flavin reductase (DIM6/NTAB) family NADH-FMN oxidoreductase RutF	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	5341	7071	Ga0308414_1001476	COG1853===NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	pfam01613===Flavin reductase like domain	
3300032356 assembled Ga0308414_1000005110	Ga0308414_1000005110	foldase protein PrsA	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	129056	130123	Ga0308414_1000005	COG0760===Parvulin-like peptidyl-prolyl isomerase	pfam13624===SurA N-terminal domain	
3300032356 assembled Ga0308414_100014625	Ga0308414_100014625	formate dehydrogenase assembly factor FdhD/RimJ/RimL family protein N-acetyltransferase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	23660	25051	Ga0308414_1000146	COG1670===Protein N-acetyltransferase, RimJ/RimL family	pfam13302===Acetyltransferase (GNAT) domain	
3300032356 assembled Ga0308414_10001856	Ga0308414_10001856	fused signal recognition particle receptor	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	7179	8132	Ga0308414_1000185	COG0552===Signal recognition particle GTPase	pfam02881===SRP54-type protein, helical bundle domain	
3300032356 assembled Ga0308414_100016429	Ga0308414_100016429	GDP-L-fucose synthase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	33410	34375	Ga0308414_1000164	COG0451===Nucleoside-diphosphate-sugar epimerase	pfam01370===NAD dependent epimerase/dehydratase family	
3300035976 assembled Ga0393395_07_1033_1707	null	global nitrogen regulator NtcA	3300035976	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.D17 (*) (MER-FS) (assembled)	6	1033	1707	Ga0393395_07	COG0664===cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	pfam13545===Crp-like helix-turn-helix domain	
3300032356 assembled Ga0308414_10004074	Ga0308414_10004074	gluconolactonase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	2597	3544	Ga0308414_1000407	COG3386===Sugar lactone lactonase YvrE	pfam08450===SMP-30/Gluconolactonase/LRE-like region	
3300032356 assembled Ga0308414_100008732	Ga0308414_100008732	glutamate carboxypeptidase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	34979	36130	Ga0308414_1000087	COG0624===Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	pfam01546===Peptidase family M20/M25/M40	
3300032356 assembled Ga0308414_100006531	Ga0308414_100006531	glutamate-1-semialdehyde 2,1-aminomutase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	26365	27651	Ga0308414_1000065	COG0001===Glutamate-1-semialdehyde aminotransferase	pfam00202===Aminotransferase class-III	
3300032356 assembled Ga0308414_10051876	Ga0308414_10051876	glutamate-5-semialdehyde dehydrogenase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	6469	7743	Ga0308414_1005187	COG0014===Gamma-glutamyl phosphate reductase	pfam00171===Aldehyde dehydrogenase family	
3300032356 assembled Ga0308414_10483204	Ga0308414_10483204	glutathione-regulated potassium-efflux system protein KefB	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	11	765	1805	Ga0308414_1048320	COG0475===Kef-type K+ transport system, membrane component KefB	pfam00999===Sodium/hydrogen exchanger family	
3300032356 assembled Ga0308414_100001275	Ga0308414_100001275	glycosyltransferase involved in cell wall biosynthesis	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	92399	93517	Ga0308414_1000012	COG0438===Glycosyltransferase involved in cell wall bisynthesis	pfam13439===Glycosyltransferase Family 4	
3300032356 assembled Ga0308414_100025111	Ga0308414_100025111	glycosyltransferase involved in cell wall biosynthesis	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	22795	23982	Ga0308414_1000251	COG0438===Glycosyltransferase involved in cell wall bisynthesis	pfam13579===Glycosyl transferase 4-like domain	
3300032356 assembled Ga0308414_100008317	Ga0308414_100008317	glycosyltransferase involved in cell wall biosynthesis	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	19752	21062	Ga0308414_1000083	COG0438===Glycosyltransferase involved in cell wall bisynthesis	pfam13579===Glycosyl transferase 4-like domain	
3300032356 assembled Ga0308414_10040834	Ga0308414_10040834	glycyl-tRNA synthetase beta chain	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	6853	8922	Ga0308414_1004083	COG0751===Glycyl-tRNA synthetase, beta subunit	pfam02092===Glycyl-tRNA synthetase beta subunit	
3300032356 assembled Ga0308414_10005156	Ga0308414_10005156	HB1/ASXL restriction endonuclease-like protein with HTH domain	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	4691	5239	Ga0308414_1000515		pfam05066===HB1, ASXL, restriction endonuclease HTH domain	
3300032356 assembled Ga0308414_1000011100	Ga0308414_1000011100	HD-GYP domain-containing protein (c-di-GMP phosphodiesterase class II)/HD-GYP domain-containing protein (c-di-GMP phosphodiesterase class II)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	113998	114504	Ga0308414_1000011	COG2206===HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)		
3300032356 assembled Ga0308414_100002273	Ga0308414_100002273	HEAT repeat protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	92020	95757	Ga0308414_1000022		pfam13646===HEAT repeats	
3300032356 assembled Ga0308414_100034514	Ga0308414_100034514	HEAT repeat protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	16141	16923	Ga0308414_1000345	COG1413===HEAT repeat	pfam13646===HEAT repeats	
3300032356 assembled Ga0308414_100026838	Ga0308414_100026838	helix-turn-helix protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	31985	32170	Ga0308414_1000268		pfam01381===Helix-turn-helix	
3300032356 assembled Ga0308414_10063107	Ga0308414_10063107	histidinol-phosphatase (PHP family)	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	4965	5855	Ga0308414_1006310	COG1387===Histidinol phosphatase or related hydrolase of the PHP family	pfam02811===PHP domain	
3300032356 assembled Ga0308414_10058305	Ga0308414_10058305	HlyD family secretion protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2428	4176	Ga0308414_1005830	COG0845===Multidrug efflux pump subunit AcrA (membrane-fusion protein)	pfam13437===HlyD family secretion protein	
3300032356 assembled Ga0308414_100020912	Ga0308414_100020912	Holliday junction DNA helicase RuvB	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	14060	15091	Ga0308414_1000209	COG2255===Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	pfam05496===Holliday junction DNA helicase RuvB P-loop domain	
3300032356 assembled Ga0308414_100011228	Ga0308414_100011228	homocitrate synthase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	32035	33192	Ga0308414_1000112	COG0119===Isopropylmalate/homocitrate/citramalate synthases	pfam00682===HMGL-like	
3300032356 assembled Ga0308414_10000268	Ga0308414_10000268	hydroxymethylbilane synthase	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	6121	7068	Ga0308414_1000026	COG0181===Porphobilinogen deaminase	pfam03900===Porphobilinogen deaminase, C-terminal domain	
3300032356 assembled Ga0308414_10070522	Ga0308414_10070522	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2154	2381	Ga0308414_1007052			
3300032356 assembled Ga0308414_100054424	Ga0308414_100054424	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	20529	21602	Ga0308414_1000544			
3300035990 assembled Ga0393409_050_1110_1301	null	hypothetical protein	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	1110	1301	Ga0393409_050			
3300032356 assembled Ga0308414_10012187	Ga0308414_10012187	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	6152	6337	Ga0308414_1001218	COG4877===Uncharacterized protein	pfam07878===CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5	
3300032356 assembled Ga0308414_100001374	Ga0308414_100001374	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	81894	83312	Ga0308414_1000013	COG3552===Uncharacterized conserved protein, contains von Willebrand factor type A (vWA) domain	pfam05762===VWA domain containing CoxE-like protein	
3300032356 assembled Ga0308414_10131304	Ga0308414_10131304	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2377	3846	Ga0308414_1013130			
3300032356 assembled Ga0308414_10003323	Ga0308414_10003323	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	1908	2171	Ga0308414_1000332	COG1487===Predicted nucleic acid-binding protein, contains PIN domain	pfam01850===PIN domain	
3300032356 assembled Ga0308414_100005539	Ga0308414_100005539	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	38151	38744	Ga0308414_1000055			
3300032356 assembled Ga0308414_10024823	Ga0308414_10024823	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	2234	2476	Ga0308414_1002482			
3300032356 assembled Ga0308414_10204732	Ga0308414_10204732	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	1730	1873	Ga0308414_1020473			
3300032356 assembled Ga0308414_100011739	Ga0308414_100011739	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	44341	45447	Ga0308414_1000117	COG0857===BioD-like N-terminal domain of phosphotransacetylase	pfam13500===AAA domain	
3300032356 assembled Ga0308414_100043121	Ga0308414_100043121	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	8	23645	24508	Ga0308414_1000431			
3300032356 assembled Ga0308414_100079718	Ga0308414_100079718	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	13411	13902	Ga0308414_1000797			
3300032356 assembled Ga0308414_10036753	Ga0308414_10036753	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	10	2626	4152	Ga0308414_1003675			
3300032356 assembled Ga0308414_100138218	Ga0308414_100138218	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	15079	15450	Ga0308414_1001382			
3300032356 assembled Ga0308414_100001475	Ga0308414_100001475	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	6	95484	95924	Ga0308414_1000014	COG1569===Predicted nucleic acid-binding protein, contains PIN domain	pfam13470===PIN domain	
3300032356 assembled Ga0308414_10013372	Ga0308414_10013372	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	9	1936	2307	Ga0308414_1001337			
3300032356 assembled Ga0308414_10002142	Ga0308414_10002142	hypothetical protein	3300032356	Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS50 (*) (MER-FS) (assembled)	7	289	540	Ga0308414_1000214			
3300035990 assembled Ga0393409_078_2392_2745	null	hypothetical protein	3300035990	Sorted cell/s from microbial mat in Octopus Spring, Yellowstone National Park, Wyoming, United States - Uncultured microbe JGI_YuBhay.Octo05.RedA.02.E6 (*) (MER-FS) (assembled)	6	2392	2745	Ga0393409_078			
